id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
100,1.000000,1.000000,0.003024,0.001169,0.004193,22.675781
199,0.710000,0.710000,0.008367,0.045315,0.053682,43.839844
299,0.770000,0.830000,0.013534,0.094834,0.108368,63.933594
399,0.790000,0.830000,0.018590,0.151734,0.170324,84.496094
499,0.785000,0.770000,0.023734,0.214881,0.238615,104.847656
599,0.790000,0.810000,0.029550,0.306648,0.336198,126.230469
699,0.786667,0.770000,0.035962,0.427553,0.463515,146.558594
799,0.790000,0.810000,0.041469,0.526989,0.568458,166.417969
899,0.795000,0.830000,0.046594,0.627094,0.673688,187.566406
999,0.793333,0.780000,0.051697,0.741143,0.792839,207.589844
1099,0.797000,0.830000,0.061243,0.872848,0.934092,207.589844
1199,0.800000,0.830000,0.070610,1.002178,1.072788,207.285156
1299,0.804167,0.850000,0.079999,1.133502,1.213502,208.175781
1399,0.805385,0.820000,0.092301,1.292537,1.384838,207.285156
1499,0.807143,0.830000,0.101684,1.422585,1.524269,208.175781
1599,0.808667,0.830000,0.110630,1.550654,1.661284,207.566406
1699,0.810625,0.840000,0.119533,1.678956,1.798489,208.457031
1799,0.808824,0.780000,0.128569,1.806975,1.935544,208.457031
1899,0.808889,0.810000,0.137575,1.935340,2.072916,207.566406
1999,0.809474,0.820000,0.147596,2.086499,2.234095,208.457031
2099,0.810000,0.820000,0.157907,2.238531,2.396438,207.566406
2199,0.811429,0.840000,0.166921,2.366857,2.533778,207.566406
2299,0.812727,0.840000,0.176120,2.498954,2.675074,207.566406
2399,0.815652,0.880000,0.185152,2.628392,2.813544,207.566406
2499,0.815417,0.810000,0.194305,2.756680,2.950985,207.566406
2599,0.814800,0.800000,0.203316,2.885048,3.088364,207.566406
2699,0.814231,0.800000,0.213366,3.028170,3.241535,207.566406
2799,0.812963,0.780000,0.222781,3.165108,3.387889,207.566406
2899,0.812500,0.800000,0.231717,3.292836,3.524553,207.566406
2999,0.813448,0.840000,0.240758,3.420373,3.661131,207.566406
3099,0.813333,0.810000,0.249614,3.550008,3.799621,207.566406
3199,0.812903,0.800000,0.258438,3.678386,3.936824,207.566406
3299,0.811562,0.770000,0.267436,3.809953,4.077389,207.566406
3399,0.811515,0.810000,0.277309,3.953970,4.231280,207.566406
3499,0.811471,0.810000,0.286043,4.082812,4.368855,207.566406
3599,0.810286,0.770000,0.294750,4.211047,4.505797,207.566406
3699,0.810833,0.830000,0.304882,4.362887,4.667769,207.566406
3799,0.810541,0.800000,0.316172,4.539389,4.855561,207.566406
3899,0.810263,0.800000,0.327553,4.710728,5.038281,207.566406
3999,0.809487,0.780000,0.338257,4.870515,5.208772,207.566406
4099,0.808250,0.760000,0.348919,5.032758,5.381677,207.566406
4199,0.809024,0.840000,0.357890,5.162329,5.520219,207.566406
4299,0.810238,0.860000,0.366702,5.290335,5.657037,207.566406
4399,0.809767,0.790000,0.375500,5.419543,5.795043,207.566406
4499,0.810909,0.860000,0.384195,5.547335,5.931530,207.566406
4599,0.812000,0.860000,0.394618,5.696887,6.091505,207.566406
4699,0.812609,0.840000,0.404497,5.840977,6.245474,207.566406
4799,0.813191,0.840000,0.413257,5.968913,6.382170,207.566406
4899,0.813958,0.850000,0.422093,6.096698,6.518791,207.566406
4999,0.813673,0.800000,0.431224,6.227473,6.658698,207.566406
5099,0.812800,0.770000,0.439916,6.354685,6.794600,207.566406
5199,0.811961,0.770000,0.448816,6.484708,6.933523,207.566406
5299,0.812692,0.850000,0.459315,6.639952,7.099267,207.566406
5399,0.812453,0.800000,0.468403,6.775430,7.243832,207.566406
5499,0.812037,0.790000,0.477593,6.906889,7.384482,207.566406
5599,0.812364,0.830000,0.486598,7.036366,7.522964,207.566406
5699,0.813214,0.860000,0.495414,7.165436,7.660851,207.566406
5799,0.812807,0.790000,0.504099,7.293174,7.797273,207.566406
5899,0.813103,0.830000,0.513575,7.435251,7.948826,207.566406
5999,0.811695,0.730000,0.523506,7.579352,8.102858,207.566406
6099,0.812167,0.840000,0.532455,7.708278,8.240733,207.566406
6199,0.813115,0.870000,0.541155,7.836075,8.377230,207.566406
6299,0.813387,0.830000,0.550055,7.965559,8.515614,207.566406
6399,0.813333,0.810000,0.559011,8.094411,8.653423,207.566406
6499,0.813125,0.800000,0.567735,8.221808,8.789543,207.566406
6599,0.813692,0.850000,0.577035,8.357590,8.934625,207.566406
6699,0.814545,0.870000,0.586995,8.505390,9.092385,207.566406
6799,0.815075,0.850000,0.595715,8.633520,9.229235,207.566406
6899,0.814412,0.770000,0.604589,8.762729,9.367318,207.566406
6999,0.814783,0.840000,0.613300,8.891066,9.504367,207.566406
7099,0.814857,0.820000,0.622041,9.018775,9.640816,207.566406
7199,0.814648,0.800000,0.630814,9.146954,9.777768,207.566406
7299,0.814722,0.820000,0.640802,9.289670,9.930472,207.566406
7399,0.815616,0.880000,0.650141,9.426953,10.077093,207.566406
