id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
1000,1.000000,1.000000,0.080269,0.000194,0.080462,5.257812
1999,0.607000,0.607000,0.182252,0.112088,0.294341,5.257812
2999,0.596000,0.585000,0.295706,0.236951,0.532657,5.257812
3999,0.594333,0.591000,0.403095,0.329683,0.732778,9.029297
4999,0.588500,0.571000,0.507308,0.418718,0.926026,9.029297
5999,0.583200,0.562000,0.608872,0.495323,1.104195,12.636719
6999,0.581167,0.571000,0.719729,0.569392,1.289121,12.636719
7999,0.582714,0.592000,0.844573,0.653166,1.497739,12.636719
8999,0.583875,0.592000,0.953621,0.725044,1.678665,12.636719
9999,0.584667,0.591000,1.058655,0.797184,1.855840,16.244141
10999,0.582600,0.564000,1.163216,0.872988,2.036203,16.244141
11999,0.585091,0.610000,1.266361,0.956981,2.223342,19.837891
12999,0.586083,0.597000,1.403811,1.066868,2.470679,19.837891
13999,0.585692,0.581000,1.526993,1.163158,2.690151,19.837891
14999,0.586714,0.600000,1.632697,1.247892,2.880589,19.837891
15999,0.588333,0.611000,1.734735,1.335553,3.070288,19.837891
16999,0.588250,0.587000,1.841070,1.425701,3.266771,23.431641
17999,0.588353,0.590000,1.968863,1.532567,3.501430,23.431641
18999,0.590722,0.631000,2.078255,1.624926,3.703181,27.025391
19999,0.592000,0.615000,2.186729,1.715335,3.902064,30.619141
20999,0.590550,0.563000,2.291027,1.800497,4.091524,30.619141
21999,0.590762,0.595000,2.417558,1.901473,4.319031,30.619141
22999,0.591818,0.614000,2.543940,2.004304,4.548245,30.619141
23999,0.592043,0.597000,2.648531,2.092707,4.741238,30.619141
24999,0.592083,0.593000,2.761651,2.181635,4.943286,30.619141
25999,0.591920,0.588000,2.869253,2.278174,5.147426,34.212891
26999,0.592115,0.597000,2.994773,2.387126,5.381899,37.792969
27999,0.592704,0.608000,3.098340,2.477539,5.575878,37.792969
28999,0.592286,0.581000,3.208814,2.567568,5.776382,41.386719
29999,0.592621,0.602000,3.320766,2.658483,5.979249,41.386719
30999,0.592300,0.583000,3.449097,2.761357,6.210453,44.994141
31999,0.591935,0.581000,3.561183,2.846326,6.407509,48.587891
32999,0.591750,0.586000,3.667442,2.934552,6.601994,48.587891
33999,0.592030,0.601000,3.782798,3.021311,6.804109,48.587891
34999,0.591765,0.583000,3.899195,3.121598,7.020793,48.587891
35999,0.591743,0.591000,4.016550,3.210516,7.227066,48.587891
36999,0.591250,0.574000,4.129992,3.298822,7.428815,50.748047
37999,0.591027,0.583000,4.233479,3.381948,7.615427,52.181641
38999,0.591026,0.591000,4.360387,3.479849,7.840236,52.181641
39999,0.591385,0.605000,4.483588,3.574590,8.058178,52.181641
