id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
100,0.000000,0.000000,0.019360,0.000223,0.019583,10.036133
199,0.480000,0.480000,0.044293,0.014684,0.058977,10.629883
299,0.530000,0.580000,0.069645,0.029036,0.098681,10.659180
399,0.536667,0.550000,0.091869,0.043193,0.135062,11.219727
499,0.552500,0.600000,0.117141,0.057327,0.174468,11.233398
599,0.554000,0.560000,0.142499,0.071517,0.214015,11.219727
699,0.555000,0.560000,0.165414,0.085476,0.250891,11.790039
799,0.551429,0.530000,0.192068,0.099546,0.291615,11.790039
899,0.546250,0.510000,0.217758,0.113632,0.331390,11.803711
999,0.551111,0.590000,0.251601,0.134028,0.385629,11.803711
1099,0.564000,0.680000,0.286090,0.153326,0.439416,11.790039
1199,0.570909,0.640000,0.312015,0.167415,0.479431,11.790039
1299,0.575000,0.620000,0.334880,0.181194,0.516074,12.336914
1399,0.580000,0.640000,0.360494,0.195288,0.555782,12.336914
1499,0.575714,0.520000,0.386063,0.209036,0.595100,12.336914
1599,0.575333,0.570000,0.413458,0.223237,0.636695,12.336914
1699,0.578750,0.630000,0.436313,0.236996,0.673309,12.336914
1799,0.581176,0.620000,0.462116,0.250902,0.713019,12.350586
1899,0.580000,0.560000,0.487780,0.264649,0.752429,12.350586
1999,0.583684,0.650000,0.510602,0.278671,0.789273,12.350586
2099,0.584500,0.600000,0.537337,0.293515,0.830852,12.336914
2199,0.583333,0.560000,0.563079,0.307298,0.870377,12.336914
2299,0.585455,0.630000,0.590450,0.323407,0.913857,12.336914
2399,0.586522,0.610000,0.617951,0.337252,0.955203,12.336914
2499,0.587917,0.620000,0.642809,0.350777,0.993586,14.502930
2599,0.588000,0.590000,0.673154,0.363813,1.036967,19.096680
2699,0.585000,0.510000,0.705568,0.376586,1.082154,20.770508
2799,0.583333,0.540000,0.741601,0.389349,1.130950,21.370117
2899,0.582143,0.550000,0.776618,0.402149,1.178767,22.510742
2999,0.583103,0.610000,0.813841,0.415084,1.228925,23.073242
3099,0.583667,0.600000,0.860853,0.432132,1.292985,23.086914
3199,0.582581,0.550000,0.906812,0.450542,1.357354,23.672852
3299,0.583125,0.600000,0.947080,0.463509,1.410589,24.256836
3399,0.584848,0.640000,0.982805,0.476549,1.459353,24.256836
3499,0.583529,0.540000,1.022894,0.490320,1.513214,24.256836
3599,0.582286,0.540000,1.059006,0.503141,1.562146,24.827148
3699,0.583611,0.630000,1.097135,0.515926,1.613061,24.827148
3799,0.584865,0.630000,1.131746,0.528628,1.660374,25.397461
3899,0.586579,0.650000,1.168404,0.541429,1.709833,25.397461
3999,0.585385,0.540000,1.208564,0.553254,1.761818,30.229492
4099,0.584000,0.530000,1.245751,0.564504,1.810255,32.524414
4199,0.584878,0.620000,1.281209,0.575173,1.856382,34.211914
4299,0.583571,0.530000,1.319405,0.586161,1.905566,35.362305
4399,0.583953,0.600000,1.356421,0.597026,1.953447,35.961914
4499,0.583182,0.550000,1.396220,0.608412,2.004632,35.989258
4599,0.582000,0.530000,1.437249,0.619694,2.056943,35.977539
4699,0.581304,0.550000,1.478288,0.630912,2.109200,37.108398
4799,0.581702,0.600000,1.534595,0.645732,2.180327,37.108398
4899,0.583125,0.650000,1.586378,0.661160,2.247538,37.122070
4999,0.583469,0.600000,1.634515,0.673815,2.308330,37.678711
5099,0.583000,0.560000,1.671186,0.684929,2.356114,38.262695
5199,0.581765,0.520000,1.713278,0.695870,2.409148,38.250977
5299,0.582308,0.610000,1.753861,0.707319,2.461180,38.264648
5399,0.581698,0.550000,1.794187,0.718112,2.512299,38.264648
5499,0.578519,0.410000,1.836234,0.728928,2.565161,39.418945
5599,0.578364,0.570000,1.876720,0.739746,2.616466,39.405273
5699,0.579286,0.630000,1.916524,0.750727,2.667251,39.418945
5799,0.580351,0.640000,1.955648,0.761600,2.717247,39.418945
5899,0.580690,0.600000,1.993655,0.772430,2.766084,39.405273
5999,0.580339,0.560000,2.039440,0.783489,2.822929,40.545898
6099,0.580333,0.580000,2.079417,0.794669,2.874085,40.559570
6199,0.581639,0.660000,2.119010,0.805754,2.924764,40.559570
6299,0.580645,0.520000,2.157785,0.816746,2.974531,40.559570
6399,0.580476,0.570000,2.203098,0.827869,3.030967,40.559570
6499,0.579063,0.490000,2.242601,0.839479,3.082080,40.559570
6599,0.579846,0.630000,2.299264,0.853682,3.152945,40.573242
6699,0.579697,0.570000,2.347483,0.866348,3.213831,40.545898
6799,0.579552,0.570000,2.390684,0.876897,3.267581,43.606445
6899,0.579853,0.600000,2.432203,0.888195,3.320398,45.915039
6999,0.578986,0.520000,2.477072,0.898623,3.375695,47.588867
7099,0.578429,0.540000,2.517795,0.909021,3.426816,48.807617
7199,0.579577,0.660000,2.559742,0.919781,3.479523,49.323242
7299,0.579306,0.560000,2.599358,0.929646,3.529004,49.364258
7399,0.578630,0.530000,2.645361,0.939583,3.584944,49.920898
7499,0.578919,0.600000,2.686391,0.949374,3.635765,50.479492
7599,0.578000,0.510000,2.724404,0.959087,3.683491,50.479492
7699,0.578947,0.650000,2.765643,0.968872,3.734515,51.674805
7799,0.578701,0.560000,2.807885,0.978619,3.786504,51.620117
7899,0.579359,0.630000,2.855371,0.989561,3.844932,52.233398
7999,0.579747,0.610000,2.897876,0.999483,3.897359,52.163086
8099,0.581000,0.680000,2.946539,1.010044,3.956582,57.055664
8199,0.581358,0.610000,3.008200,1.024057,4.032257,59.309570
8299,0.581098,0.560000,3.058859,1.035983,4.094842,59.866211
8399,0.580241,0.510000,3.102513,1.046357,4.148870,61.006836
8499,0.580357,0.590000,3.148896,1.056521,4.205417,62.202148
8599,0.581765,0.700000,3.191927,1.066409,4.258336,62.219727
8699,0.582907,0.680000,3.238639,1.076644,4.315283,62.178711
8799,0.581379,0.450000,3.291007,1.087138,4.378145,63.348633
8899,0.580795,0.530000,3.337843,1.096951,4.434794,63.918945
8999,0.580899,0.590000,3.383438,1.106723,4.490160,64.465820
9099,0.580333,0.530000,3.427218,1.116570,4.543788,64.479492
9199,0.580659,0.610000,3.470414,1.126339,4.596753,64.452148
9299,0.581087,0.620000,3.519763,1.136177,4.655939,64.452148
9399,0.580645,0.540000,3.567132,1.146031,4.713164,64.493164
9499,0.580957,0.610000,3.614049,1.155886,4.769935,65.104492
9599,0.581263,0.610000,3.664964,1.165872,4.830836,65.647461
9699,0.581562,0.610000,3.721559,1.178136,4.899695,66.204102
9799,0.581753,0.600000,3.776343,1.191287,4.967630,66.245117
9899,0.581939,0.600000,3.823524,1.201203,5.024727,66.760742
9999,0.582020,0.590000,3.868316,1.211086,5.079402,66.815430
10099,0.582400,0.620000,3.916697,1.221233,5.137930,66.747070
10199,0.582178,0.560000,3.962298,1.231239,5.193537,67.331055
10299,0.582157,0.580000,4.013497,1.241049,5.254546,67.887695
10399,0.582039,0.570000,4.060174,1.250934,5.311108,67.928711
10499,0.582019,0.580000,4.106794,1.260812,5.367605,67.901367
10599,0.581429,0.520000,4.151869,1.270622,5.422491,67.985352
10699,0.581415,0.580000,4.197058,1.280530,5.477588,67.930664
10799,0.581402,0.580000,4.244795,1.290416,5.535211,67.944336
10899,0.580833,0.520000,4.296149,1.300482,5.596631,68.500977
10999,0.580092,0.500000,4.348695,1.311063,5.659757,71.469727
11099,0.580364,0.610000,4.399867,1.321900,5.721767,73.596680
11199,0.579910,0.530000,4.468135,1.335784,5.803919,75.549805
11299,0.580179,0.610000,4.520679,1.348047,5.868725,76.161133
11399,0.580796,0.650000,4.569450,1.358965,5.928415,76.133789
11499,0.580965,0.600000,4.629005,1.370273,5.999278,77.844727
11599,0.581304,0.620000,4.682677,1.381567,6.064245,77.885742
11699,0.581379,0.590000,4.733401,1.392255,6.125656,77.885742
11799,0.581368,0.580000,4.788148,1.402921,6.191069,77.901367
11899,0.581525,0.600000,4.841718,1.414117,6.255835,77.903320
11999,0.581597,0.590000,4.897960,1.425502,6.323462,79.057617
12099,0.581667,0.590000,4.950901,1.436740,6.387641,79.563477
12199,0.581736,0.590000,5.008283,1.447415,6.455697,80.161133
12299,0.581967,0.610000,5.059716,1.458368,6.518084,80.161133
12399,0.581545,0.530000,5.109609,1.469371,6.578980,80.188477
12499,0.581371,0.560000,5.171629,1.482461,6.654090,80.147461
12599,0.581200,0.560000,5.241317,1.495938,6.737255,80.704102
12699,0.581349,0.600000,5.313257,1.509500,6.822757,80.704102
12799,0.581181,0.560000,5.378478,1.523693,6.902171,81.301758
12899,0.581484,0.620000,5.458552,1.538977,6.997529,81.329102
12999,0.581318,0.560000,5.530296,1.554615,7.084911,81.858398
13099,0.581846,0.650000,5.609028,1.570049,7.179077,81.858398
13199,0.582824,0.710000,5.672043,1.583482,7.255525,82.469727
13299,0.582652,0.560000,5.734062,1.596559,7.330621,82.442383
13399,0.582556,0.570000,5.812947,1.612962,7.425910,82.456055
13499,0.583060,0.650000,5.878959,1.626183,7.505142,82.428711
13599,0.583407,0.630000,5.938745,1.637956,7.576701,83.786133
13699,0.583382,0.580000,5.996476,1.650035,7.646511,87.254883
13799,0.583212,0.560000,6.054892,1.661995,7.716888,88.409180
13899,0.582391,0.470000,6.110836,1.673807,7.784644,88.979492
13999,0.582734,0.630000,6.173404,1.685894,7.859298,90.161133
14099,0.582714,0.580000,6.235875,1.698202,7.934077,90.690430
14199,0.583050,0.630000,6.294321,1.710249,8.004569,90.690430
14299,0.582746,0.540000,6.351261,1.721932,8.073193,91.858398
