id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
100,1.000000,1.000000,0.002681,0.000833,0.003514,41.917969
199,0.420000,0.420000,0.007742,0.055857,0.063599,80.355469
299,0.525000,0.630000,0.012814,0.132771,0.145585,119.292969
399,0.500000,0.450000,0.018441,0.240169,0.258610,160.058594
499,0.497500,0.490000,0.024225,0.376384,0.400609,199.160156
599,0.494000,0.480000,0.029387,0.542005,0.571392,238.027344
699,0.488333,0.460000,0.034888,0.736720,0.771608,275.933594
799,0.500000,0.570000,0.040222,0.952264,0.992486,316.136719
899,0.500000,0.500000,0.046471,1.241039,1.287510,355.144531
999,0.510000,0.590000,0.051883,1.529145,1.581028,396.542969
1099,0.508000,0.490000,0.061761,1.862252,1.924013,394.761719
1199,0.506364,0.490000,0.072693,2.243678,2.316371,396.941406
1299,0.500833,0.440000,0.082538,2.577722,2.660260,394.550781
1399,0.497692,0.460000,0.093074,2.942477,3.035551,396.941406
1499,0.499286,0.520000,0.103361,3.294740,3.398101,394.550781
1599,0.504000,0.570000,0.113030,3.626391,3.739421,396.519531
1699,0.500625,0.450000,0.124211,4.004386,4.128597,394.738281
1799,0.504118,0.560000,0.133896,4.308596,4.442492,394.738281
1899,0.501667,0.460000,0.143556,4.612220,4.755776,396.519531
1999,0.502632,0.520000,0.154278,4.945060,5.099338,394.738281
2099,0.506000,0.570000,0.163924,5.249700,5.413624,396.519531
2199,0.504286,0.470000,0.173785,5.561405,5.735191,394.738281
2299,0.504091,0.500000,0.184784,5.906920,6.091704,396.519531
2399,0.503043,0.480000,0.194388,6.208949,6.403337,394.738281
2499,0.500417,0.440000,0.204389,6.523122,6.727510,396.519531
2599,0.500400,0.500000,0.214741,6.874737,7.089478,396.519531
2699,0.503462,0.580000,0.224630,7.207936,7.432566,394.738281
2799,0.502222,0.470000,0.234942,7.568543,7.803485,396.519531
2899,0.502143,0.500000,0.244656,7.903180,8.147836,394.738281
2999,0.504138,0.560000,0.254313,8.236054,8.490366,396.519531
3099,0.504000,0.500000,0.264894,8.592271,8.857165,394.738281
3199,0.504516,0.520000,0.274622,8.920892,9.195514,396.519531
3299,0.503437,0.470000,0.284121,9.222457,9.506578,394.738281
3399,0.504242,0.530000,0.295391,9.597653,9.893044,394.738281
3499,0.505882,0.560000,0.305116,9.907737,10.212852,396.519531
3599,0.503429,0.420000,0.314984,10.221465,10.536449,394.738281
3699,0.501389,0.430000,0.325373,10.547720,10.873094,396.519531
3799,0.501622,0.510000,0.334894,10.851453,11.186346,394.738281
3899,0.499474,0.420000,0.345477,11.192795,11.538272,396.519531
3999,0.500769,0.550000,0.357162,11.589553,11.946715,394.738281
4099,0.498000,0.390000,0.368783,11.966947,12.335730,396.519531
4199,0.496585,0.440000,0.381167,12.405215,12.786383,396.519531
4299,0.498333,0.570000,0.392542,12.791094,13.183636,394.738281
4399,0.500930,0.610000,0.404132,13.178503,13.582635,396.519531
4499,0.502955,0.590000,0.416711,13.599813,14.016524,394.738281
4599,0.503778,0.540000,0.426267,13.931371,14.357638,396.519531
4699,0.505217,0.570000,0.435916,14.269560,14.705476,394.738281
4799,0.505532,0.520000,0.445843,14.591599,15.037442,396.519531
4899,0.504583,0.460000,0.455785,14.895625,15.351411,394.738281
4999,0.503673,0.460000,0.466585,15.260347,15.726932,394.738281
5099,0.502800,0.460000,0.476061,15.561462,16.037523,396.519531
5199,0.502549,0.490000,0.485696,15.869041,16.354737,394.738281
5299,0.503846,0.570000,0.496522,16.222397,16.718919,396.519531
5399,0.502830,0.450000,0.506085,16.527815,17.033901,394.738281
5499,0.502963,0.510000,0.515870,16.835683,17.351552,396.519531
5599,0.503091,0.510000,0.526866,17.228312,17.755177,394.738281
5699,0.503393,0.520000,0.536496,17.535962,18.072458,396.519531
5799,0.504211,0.550000,0.546460,17.865653,18.412113,396.519531
5899,0.505345,0.570000,0.556644,18.211771,18.768415,394.738281
5999,0.504576,0.460000,0.566196,18.527394,19.093590,396.519531
6099,0.504333,0.490000,0.577483,18.924122,19.501605,394.738281
6199,0.504098,0.490000,0.586969,19.257714,19.844683,396.519531
6299,0.504516,0.530000,0.596685,19.596740,20.193425,394.738281
6399,0.503651,0.450000,0.607313,19.970595,20.577907,396.519531
6499,0.503281,0.480000,0.616822,20.302770,20.919592,394.738281
6599,0.502462,0.450000,0.627527,20.686785,21.314311,394.738281
