id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
1000,1.000000,1.000000,0.411849,0.000448,0.412297,17.327148
1999,0.634000,0.634000,0.894517,0.233541,1.128058,17.887695
2999,0.627500,0.621000,1.391608,0.411323,1.802931,47.930664
3999,0.637333,0.657000,1.976739,0.535538,2.512277,64.557617
4999,0.640500,0.650000,2.633342,0.667181,3.300524,69.149414
5999,0.641000,0.643000,3.379639,0.815629,4.195268,85.190430
6999,0.641833,0.646000,4.139814,0.949186,5.089000,90.358398
7999,0.644286,0.659000,4.807569,1.067803,5.875373,107.553711
8999,0.645750,0.656000,5.555418,1.187280,6.742698,112.704102
9999,0.645111,0.640000,6.298643,1.306403,7.605045,115.012695
10999,0.644800,0.642000,7.026187,1.422892,8.449079,116.747070
11999,0.645364,0.651000,7.762337,1.539110,9.301448,116.774414
12999,0.648417,0.682000,8.553919,1.663096,10.217015,132.749023
13999,0.647308,0.634000,9.334957,1.782881,11.117837,136.190430
14999,0.647143,0.645000,10.155597,1.908308,12.063904,149.975586
15999,0.647667,0.655000,11.017529,2.034738,13.052267,154.571289
16999,0.646750,0.633000,11.841741,2.155658,13.997398,179.153320
17999,0.647412,0.658000,12.715209,2.281330,14.996539,196.276367
18999,0.647722,0.653000,13.674587,2.416680,16.091267,227.323242
19999,0.647263,0.639000,14.667390,2.553966,17.221356,248.426758
20999,0.641450,0.531000,15.749805,2.699921,18.449726,255.426758
21999,0.636000,0.527000,17.233783,2.867813,20.101596,290.010742
22999,0.634409,0.601000,18.695006,3.027243,21.722249,238.528320
23999,0.636304,0.678000,19.963291,3.194045,23.157336,241.573242
24999,0.639000,0.701000,21.211226,3.367378,24.578604,246.407227
25999,0.641520,0.702000,22.452580,3.537831,25.990411,249.313477
26999,0.645115,0.735000,23.787718,3.724123,27.511840,251.627930
27999,0.648667,0.741000,25.177142,3.916853,29.093994,253.438477
28999,0.652000,0.742000,26.509706,4.101743,30.611449,262.407227
29999,0.655379,0.750000,27.849548,4.287958,32.137506,272.799805
30999,0.658433,0.747000,29.239444,4.479637,33.719081,291.506836
31999,0.661903,0.766000,30.612097,4.663474,35.275571,305.510742
32999,0.664594,0.748000,31.914940,4.831277,36.746217,315.618164
33999,0.667485,0.760000,33.127113,4.994828,38.121941,320.268555
34999,0.669471,0.735000,34.455281,5.168983,39.624264,324.838867
35999,0.672371,0.771000,35.798705,5.340445,41.139150,327.040039
36999,0.673944,0.729000,37.082577,5.506651,42.589227,337.090820
37999,0.676054,0.752000,38.371671,5.671712,44.043383,344.485352
38999,0.678316,0.762000,39.728105,5.844600,45.572704,358.028320
39999,0.680615,0.768000,41.029875,6.012416,47.042291,389.125977
