id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
100,1.000000,1.000000,0.044097,0.000707,0.044804,45.770508
199,0.470000,0.470000,0.108587,0.053600,0.162186,83.493164
299,0.490000,0.510000,0.205102,0.136777,0.341879,122.606445
399,0.493333,0.500000,0.311188,0.230163,0.541352,163.524414
499,0.477500,0.430000,0.441581,0.347158,0.788739,201.430664
599,0.492000,0.550000,0.610735,0.502705,1.113440,241.456055
699,0.498333,0.530000,0.811093,0.687662,1.498755,280.752930
799,0.498571,0.500000,1.017535,0.881839,1.899374,320.946289
899,0.490000,0.430000,1.268556,1.116243,2.384799,360.516602
999,0.497778,0.560000,1.535912,1.368803,2.904715,399.500977
1099,0.499000,0.510000,1.860098,1.675516,3.535614,398.291992
1199,0.493636,0.440000,2.181484,1.978393,4.159876,398.901367
1299,0.486667,0.410000,2.504601,2.282854,4.787456,399.190430
1399,0.486923,0.490000,2.835406,2.597176,5.432583,397.995117
1499,0.487857,0.500000,3.147835,2.892235,6.040070,399.190430
1599,0.486667,0.470000,3.479229,3.205841,6.685070,398.805664
1699,0.487500,0.500000,3.832210,3.537151,7.369360,399.391602
1799,0.482353,0.400000,4.149327,3.834284,7.983610,399.391602
1899,0.486111,0.550000,4.473312,4.142265,8.615577,398.805664
1999,0.484211,0.450000,4.815146,4.461319,9.276465,399.391602
2099,0.484000,0.480000,5.133724,4.762815,9.896539,398.791992
2199,0.485714,0.520000,5.472025,5.078762,10.550787,399.377930
2299,0.487273,0.520000,5.785343,5.374712,11.160055,398.791992
2399,0.485217,0.440000,6.119386,5.688498,11.807884,399.377930
2499,0.489167,0.580000,6.469405,6.019976,12.489381,398.791992
2599,0.490800,0.530000,6.860535,6.389035,13.249570,397.872070
2699,0.491154,0.500000,7.247307,6.750617,13.997924,397.872070
2799,0.487407,0.390000,7.666426,7.148089,14.814515,397.872070
2899,0.488929,0.530000,7.982965,7.448549,15.431514,397.872070
2999,0.488276,0.470000,8.327513,7.773036,16.100549,397.872070
3099,0.490000,0.540000,8.643974,8.072408,16.716382,397.885742
3199,0.490968,0.520000,8.971563,8.377495,17.349058,397.885742
3299,0.491563,0.510000,9.308595,8.690275,17.998871,397.885742
3399,0.492424,0.520000,9.621887,8.986139,18.608026,397.885742
3499,0.493529,0.530000,9.953216,9.299744,19.252959,397.885742
3599,0.494571,0.530000,10.286068,9.613392,19.899461,397.885742
3699,0.497222,0.590000,10.598745,9.908268,20.507012,397.885742
3799,0.494324,0.390000,10.935113,10.226193,21.161305,397.885742
3899,0.493421,0.460000,11.257760,10.528704,21.786464,397.885742
3999,0.491282,0.410000,11.574113,10.826411,22.400524,397.885742
4099,0.493750,0.590000,11.911798,11.139937,23.051735,397.872070
4199,0.494634,0.530000,12.223098,11.433335,23.656433,397.872070
4299,0.492857,0.420000,12.559268,11.749803,24.309072,397.872070
4399,0.493256,0.510000,12.897344,12.064060,24.961403,397.872070
4499,0.492727,0.470000,13.208309,12.358081,25.566390,397.872070
4599,0.494222,0.560000,13.562541,12.693213,26.255755,397.872070
4699,0.495217,0.540000,13.874371,12.985866,26.860236,397.872070
4799,0.494681,0.470000,14.197498,13.289135,27.486633,397.872070
4899,0.493542,0.440000,14.530044,13.602572,28.132616,397.872070
4999,0.492245,0.430000,14.845415,13.898890,28.744304,397.872070
5099,0.493400,0.550000,15.173917,14.205668,29.379585,397.872070
5199,0.493137,0.480000,15.511554,14.519346,30.030901,400.551758
5299,0.493654,0.520000,15.823670,14.813388,30.637058,399.356445
5399,0.493208,0.470000,16.185435,15.151677,31.337113,400.551758
5499,0.492963,0.480000,16.547253,15.490710,32.037962,399.356445
5599,0.492182,0.450000,16.860159,15.785004,32.645163,400.551758
5699,0.493393,0.560000,17.206957,16.115594,33.322551,399.356445
5799,0.493158,0.480000,17.566229,16.452358,34.018587,399.356445
