id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
100,1.000000,1.000000,0.003222,0.000755,0.003977,41.917969
199,0.420000,0.420000,0.008252,0.055354,0.063607,81.527344
299,0.525000,0.630000,0.013974,0.141937,0.155911,120.535156
399,0.500000,0.450000,0.019901,0.258305,0.278206,160.152344
499,0.497500,0.490000,0.025298,0.384336,0.409635,197.871094
599,0.494000,0.480000,0.030490,0.547596,0.578086,236.949219
699,0.488333,0.460000,0.036132,0.743019,0.779151,277.011719
799,0.500000,0.570000,0.041696,0.966710,1.008406,317.777344
899,0.500000,0.500000,0.047841,1.240371,1.288211,355.566406
999,0.510000,0.590000,0.053368,1.528914,1.582282,393.378906
1099,0.508000,0.490000,0.064080,1.877261,1.941341,393.378906
1199,0.506364,0.490000,0.075108,2.249770,2.324878,394.761719
1299,0.500833,0.440000,0.085079,2.583176,2.668255,394.761719
1399,0.497692,0.460000,0.096067,2.963302,3.059370,394.761719
1499,0.499286,0.520000,0.106087,3.295616,3.401703,394.761719
1599,0.504000,0.570000,0.115827,3.626546,3.742373,394.550781
1699,0.500625,0.450000,0.126874,3.997050,4.123923,394.550781
1799,0.504118,0.560000,0.136527,4.300417,4.436944,394.550781
1899,0.501667,0.460000,0.146285,4.605740,4.752025,394.550781
1999,0.502632,0.520000,0.156884,4.932257,5.089140,394.550781
2099,0.506000,0.570000,0.170560,5.323335,5.493895,392.769531
2199,0.504286,0.470000,0.185887,5.746038,5.931925,392.769531
2299,0.504091,0.500000,0.199608,6.130872,6.330480,392.769531
2399,0.503043,0.480000,0.215125,6.586685,6.801810,392.769531
2499,0.500417,0.440000,0.227680,6.944554,7.172234,392.769531
2599,0.500400,0.500000,0.240709,7.394532,7.635241,392.769531
2699,0.503462,0.580000,0.252809,7.816277,8.069086,392.769531
2799,0.502222,0.470000,0.263890,8.186306,8.450196,392.769531
2899,0.502143,0.500000,0.274641,8.554820,8.829461,392.769531
2999,0.504138,0.560000,0.284339,8.887348,9.171687,392.769531
3099,0.504000,0.500000,0.294736,9.238432,9.533168,392.769531
3199,0.504516,0.520000,0.304563,9.575675,9.880238,392.769531
3299,0.503437,0.470000,0.314099,9.879673,10.193772,392.769531
3399,0.504242,0.530000,0.324810,10.231443,10.556253,392.769531
3499,0.505882,0.560000,0.334318,10.538667,10.872984,392.769531
3599,0.503429,0.420000,0.343906,10.843191,11.187097,392.769531
3699,0.501389,0.430000,0.355031,11.186060,11.541090,392.769531
3799,0.501622,0.510000,0.364508,11.488658,11.853166,392.769531
3899,0.499474,0.420000,0.374020,11.794340,12.168360,392.769531
3999,0.500769,0.550000,0.385766,12.169129,12.554895,392.769531
4099,0.498000,0.390000,0.397574,12.542476,12.940049,392.769531
4199,0.496585,0.440000,0.409974,12.969087,13.379061,392.769531
4299,0.498333,0.570000,0.421626,13.373099,13.794725,392.769531
4399,0.500930,0.610000,0.433055,13.755767,14.188822,392.769531
4499,0.502955,0.590000,0.444628,14.150810,14.595438,392.769531
4599,0.503778,0.540000,0.455940,14.543544,14.999483,392.769531
4699,0.505217,0.570000,0.465421,14.874786,15.340207,392.769531
4799,0.505532,0.520000,0.475597,15.209242,15.684840,392.769531
4899,0.504583,0.460000,0.485678,15.522004,16.007681,392.769531
4999,0.503673,0.460000,0.495257,15.832277,16.327534,392.769531
5099,0.502800,0.460000,0.505752,16.162206,16.667957,392.769531
5199,0.502549,0.490000,0.515532,16.471954,16.987486,392.769531
5299,0.503846,0.570000,0.525029,16.785346,17.310375,392.769531
5399,0.502830,0.450000,0.535762,17.124498,17.660261,392.769531
5499,0.502963,0.510000,0.545235,17.426659,17.971894,392.769531
5599,0.503091,0.510000,0.554696,17.750443,18.305139,392.769531
5699,0.503393,0.520000,0.565786,18.119950,18.685736,392.769531
5799,0.504211,0.550000,0.575344,18.438802,19.014146,392.769531
5899,0.505345,0.570000,0.584883,18.765835,19.350717,392.769531
5999,0.504576,0.460000,0.595471,19.114143,19.709614,392.769531
6099,0.504333,0.490000,0.605193,19.445996,20.051190,392.769531
6199,0.504098,0.490000,0.615715,19.811534,20.427249,392.769531
6299,0.504516,0.530000,0.625460,20.150054,20.775514,392.769531
6399,0.503651,0.450000,0.634877,20.481852,21.116729,392.769531
6499,0.503281,0.480000,0.645343,20.847341,21.492684,392.769531
6599,0.502462,0.450000,0.654992,21.179429,21.834421,392.769531
6699,0.501667,0.450000,0.664466,21.512036,22.176502,392.769531
6799,0.501791,0.510000,0.675220,21.877813,22.553033,392.769531
6899,0.502353,0.540000,0.684643,22.211774,22.896417,392.769531
6999,0.501739,0.460000,0.695520,22.582747,23.278266,392.769531
7099,0.502429,0.550000,0.704971,22.900269,23.605240,392.769531
7199,0.502394,0.500000,0.714444,23.202831,23.917275,392.769531
7299,0.502222,0.490000,0.725397,23.547930,24.273328,392.769531
7399,0.503151,0.570000,0.735013,23.855426,24.590439,392.769531
7499,0.502162,0.430000,0.744505,24.158419,24.902924,392.769531
7599,0.502667,0.540000,0.755524,24.503966,25.259491,392.769531
7699,0.502500,0.490000,0.764985,24.805737,25.570722,392.769531
7799,0.502727,0.520000,0.774486,25.110089,25.884575,392.769531
7899,0.502949,0.520000,0.786303,25.482057,26.268360,392.769531
7999,0.503544,0.550000,0.795808,25.781487,26.577294,392.769531
8099,0.503000,0.460000,0.805586,26.085178,26.890764,392.769531
8199,0.502963,0.500000,0.816280,26.438964,27.255244,392.769531
8299,0.502073,0.430000,0.825694,26.739975,27.565669,392.769531
8399,0.502530,0.540000,0.835809,27.049143,27.884951,392.769531
8499,0.502262,0.480000,0.845963,27.380005,28.225968,392.769531
8599,0.502471,0.520000,0.855670,27.684382,28.540052,392.769531
8699,0.502791,0.530000,0.866440,28.029561,28.896001,392.769531
8799,0.502644,0.490000,0.876254,28.343153,29.219407,392.769531
8899,0.502159,0.460000,0.885904,28.648376,29.534279,392.769531
8999,0.502584,0.540000,0.898034,29.050172,29.948206,392.769531
9099,0.502444,0.490000,0.907864,29.363030,30.270894,392.769531
9199,0.502418,0.500000,0.917923,29.676612,30.594535,392.769531
9299,0.501413,0.410000,0.929370,30.055193,30.984563,392.769531
9399,0.500108,0.380000,0.939222,30.360879,31.300101,392.769531
9499,0.499787,0.470000,0.950320,30.718546,31.668866,393.566406
9599,0.499684,0.490000,0.960311,31.033817,31.994128,393.566406
9699,0.500417,0.570000,0.970192,31.345487,32.315679,392.769531
9799,0.500619,0.520000,0.981142,31.682484,32.663626,392.769531
9899,0.500714,0.510000,0.990627,31.987819,32.978446,392.769531
9999,0.500505,0.480000,1.000186,32.291928,33.292114,392.769531
10099,0.500700,0.520000,1.011574,32.652278,33.663851,392.769531
10199,0.501089,0.540000,1.021191,32.955482,33.976673,392.769531
10299,0.501863,0.580000,1.030697,33.272913,34.303610,392.769531
10399,0.501748,0.490000,1.042140,33.664440,34.706581,392.769531
10499,0.502404,0.570000,1.051636,33.995463,35.047098,392.769531
10599,0.501810,0.440000,1.061837,34.345348,35.407185,392.769531
10699,0.503019,0.630000,1.071463,34.669659,35.741122,392.769531
10799,0.502430,0.440000,1.080997,34.999185,36.080182,392.769531
10899,0.502130,0.470000,1.092319,35.382126,36.474445,392.769531
10999,0.501651,0.450000,1.101881,35.718278,36.820160,392.769531
11099,0.501273,0.460000,1.112021,36.066405,37.178425,392.769531
11199,0.501802,0.560000,1.122393,36.428197,37.550590,392.769531
11299,0.502232,0.550000,1.131897,36.761238,37.893135,392.769531
11399,0.502920,0.580000,1.142759,37.127393,38.270153,392.769531
11499,0.503421,0.560000,1.153696,37.479841,38.633537,392.769531
11599,0.503043,0.460000,1.163338,37.816564,38.979902,392.769531
11699,0.503362,0.540000,1.173203,38.159164,39.332367,392.769531
11799,0.503675,0.540000,1.183047,38.489936,39.672983,392.769531
11899,0.503220,0.450000,1.192663,38.793117,39.985780,392.769531
11999,0.503025,0.480000,1.203325,39.145446,40.348771,392.769531
12099,0.503250,0.530000,1.213242,39.455895,40.669138,392.769531
12199,0.502975,0.470000,1.222880,39.763225,40.986105,392.769531
12299,0.502623,0.460000,1.233560,40.116170,41.349729,392.769531
12399,0.502033,0.430000,1.243256,40.421653,41.664909,392.769531
12499,0.501855,0.480000,1.252964,40.730233,41.983197,392.769531
12599,0.501200,0.420000,1.263926,41.079001,42.342926,392.769531
12699,0.501429,0.530000,1.273671,41.385878,42.659549,392.769531
12799,0.501181,0.470000,1.283159,41.687730,42.970888,392.769531
12899,0.501406,0.530000,1.294204,42.022938,43.317142,392.769531
12999,0.501085,0.460000,1.303752,42.327947,43.631700,392.769531
13099,0.501000,0.490000,1.313217,42.630679,43.943896,392.769531
13199,0.500992,0.500000,1.324571,42.979447,44.304018,392.769531
13299,0.501061,0.510000,1.334082,43.285083,44.619165,392.769531
13399,0.500902,0.480000,1.343601,43.587624,44.931225,392.769531
13499,0.501045,0.520000,1.354374,43.928319,45.282693,392.769531
13599,0.501481,0.560000,1.363902,44.230671,45.594573,392.769531
13699,0.501765,0.540000,1.374814,44.562075,45.936889,392.769531
13799,0.501971,0.530000,1.385226,44.885124,46.270351,392.769531
13899,0.502029,0.510000,1.394661,45.186481,46.581142,392.769531
13999,0.502590,0.580000,1.405049,45.515939,46.920988,392.769531
14099,0.502500,0.490000,1.414945,45.824834,47.239779,392.769531
14199,0.502411,0.490000,1.424414,46.128290,47.552705,392.769531
14299,0.503169,0.610000,1.435240,46.470503,47.905743,392.769531
14399,0.503077,0.490000,1.444767,46.773866,48.218633,392.769531
14499,0.503125,0.510000,1.454267,47.078139,48.532406,392.769531
14599,0.502345,0.390000,1.467909,47.508524,48.976432,392.769531
14699,0.502055,0.460000,1.478929,47.844607,49.323536,392.769531
14799,0.502041,0.500000,1.488783,48.158856,49.647639,392.769531
14899,0.502432,0.560000,1.499643,48.525142,50.024785,392.769531
14999,0.502550,0.520000,1.509210,48.839716,50.348926,392.769531
15099,0.502867,0.550000,1.519329,49.182172,50.701500,392.769531
15199,0.502450,0.440000,1.529156,49.500768,51.029925,392.769531
15299,0.502829,0.560000,1.538716,49.815909,51.354625,392.769531
15399,0.502614,0.470000,1.549519,50.205725,51.755243,392.769531
15499,0.502338,0.460000,1.559234,50.523044,52.082278,392.769531
15599,0.502000,0.450000,1.568700,50.836106,52.404806,392.769531
15699,0.501731,0.460000,1.579338,51.188552,52.767890,392.769531
15799,0.502102,0.560000,1.589332,51.492719,53.082051,392.769531
15899,0.502152,0.510000,1.598791,51.795736,53.394527,392.769531
15999,0.502390,0.540000,1.609562,52.137763,53.747325,392.769531
16099,0.502625,0.540000,1.619185,52.441967,54.061152,392.769531
16199,0.502174,0.430000,1.628719,52.745392,54.374111,392.769531
16299,0.501790,0.440000,1.639427,53.089131,54.728558,392.769531
16399,0.501902,0.520000,1.648935,53.390904,55.039839,392.769531
16499,0.502683,0.630000,1.659026,53.724259,55.383285,392.769531
16599,0.502606,0.490000,1.668708,54.060288,55.728995,392.769531
16699,0.501928,0.390000,1.678166,54.379300,56.057466,392.769531
16799,0.502036,0.520000,1.689416,54.766936,56.456352,392.769531
16899,0.502440,0.570000,1.698939,55.098576,56.797515,392.769531
16999,0.502012,0.430000,1.708472,55.431311,57.139783,392.769531
17099,0.501765,0.460000,1.719320,55.816287,57.535607,392.769531
17199,0.501754,0.500000,1.728812,56.148668,57.877481,392.769531
17299,0.501337,0.430000,1.739512,56.515885,58.255397,392.769531
17399,0.501676,0.560000,1.749077,56.846825,58.595901,392.769531
17499,0.501379,0.450000,1.759225,57.180855,58.940080,392.769531
17599,0.501543,0.530000,1.769945,57.556202,59.326147,392.769531
17699,0.501591,0.510000,1.779401,57.887382,59.666782,392.769531
17799,0.501525,0.490000,1.789505,58.248280,60.037785,392.769531
17899,0.501067,0.420000,1.799179,58.585088,60.384267,392.769531
17999,0.500950,0.480000,1.808730,58.918813,60.727543,392.769531
18099,0.500611,0.440000,1.819545,59.312187,61.131732,392.769531
18199,0.501271,0.620000,1.829138,59.646814,61.475952,392.769531
18299,0.501538,0.550000,1.839057,59.988937,61.827993,392.769531
18399,0.501421,0.480000,1.849601,60.341414,62.191016,392.769531
18499,0.501413,0.500000,1.859115,60.665951,62.525067,392.769531
18599,0.501297,0.480000,1.869734,61.012391,62.882125,392.769531
18699,0.501129,0.470000,1.879713,61.357665,63.237378,393.566406
18799,0.501337,0.540000,1.889225,61.690891,63.580117,393.566406
18899,0.500957,0.430000,1.900171,62.066759,63.966930,392.769531
18999,0.501058,0.520000,1.909732,62.398796,64.308528,392.769531
19099,0.501421,0.570000,1.919815,62.753170,64.672985,392.769531
19199,0.501728,0.560000,1.929585,63.094578,65.024163,392.769531
19299,0.501406,0.440000,1.939058,63.429062,65.368121,392.769531
19399,0.501762,0.570000,1.949761,63.797027,65.746788,392.769531
19499,0.501907,0.530000,1.959348,64.130861,66.090209,392.769531
19599,0.502205,0.560000,1.968833,64.466336,66.435169,392.769531
19699,0.501684,0.400000,1.979497,64.833753,66.813250,392.769531
19799,0.501624,0.490000,1.989050,65.169147,67.158197,392.769531
19899,0.501364,0.450000,2.000349,65.555927,67.556275,392.769531
19999,0.501407,0.510000,2.010227,65.898849,67.909076,392.769531
20099,0.501250,0.470000,2.019762,66.235377,68.255139,392.769531
20199,0.501045,0.460000,2.030803,66.614023,68.644827,392.769531
20299,0.500891,0.470000,2.040268,66.948776,68.989044,392.769531
20399,0.500739,0.470000,2.050257,67.299885,69.350141,392.769531
20499,0.500931,0.540000,2.061669,67.712909,69.774578,392.769531
20599,0.500732,0.460000,2.071653,68.070556,70.142210,392.769531
20699,0.501359,0.630000,2.081210,68.405655,70.486865,392.769531
20799,0.501643,0.560000,2.091719,68.768923,70.860642,392.769531
20899,0.501490,0.470000,2.101251,69.102654,71.203905,392.769531
20999,0.501531,0.510000,2.110797,69.435395,71.546192,392.769531
21099,0.501476,0.490000,2.121792,69.829402,71.951194,392.769531
21199,0.501848,0.580000,2.131412,70.163378,72.294790,392.769531
21299,0.501840,0.500000,2.141701,70.520252,72.661953,392.769531
21399,0.501972,0.530000,2.151280,70.829824,72.981104,392.769531
