id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
10,1.000000,1.000000,0.004428,0.000373,0.004801,13.797852
19,0.800000,0.800000,0.008279,0.002941,0.011220,14.358398
29,0.800000,0.800000,0.011825,0.005124,0.016949,14.358398
39,0.700000,0.500000,0.015804,0.007331,0.023135,14.928711
49,0.750000,0.900000,0.019358,0.009592,0.028950,14.928711
59,0.780000,0.900000,0.023441,0.012366,0.035807,14.928711
69,0.783333,0.800000,0.027709,0.014611,0.042320,14.928711
79,0.814286,1.000000,0.031261,0.016773,0.048034,15.475586
89,0.825000,0.900000,0.034713,0.018930,0.053643,15.475586
99,0.833333,0.900000,0.038910,0.021091,0.060001,15.475586
109,0.830000,0.800000,0.042434,0.023290,0.065724,15.461914
119,0.818182,0.700000,0.045896,0.025439,0.071335,15.475586
129,0.825000,0.900000,0.050096,0.027739,0.077835,15.475586
139,0.815385,0.700000,0.053606,0.029893,0.083499,15.475586
149,0.807143,0.700000,0.065440,0.032065,0.097504,15.499023
159,0.813333,0.900000,0.069702,0.034220,0.103922,16.069336
169,0.825000,1.000000,0.073159,0.036424,0.109583,16.069336
179,0.817647,0.700000,0.076672,0.038579,0.115251,16.069336
189,0.816667,0.800000,0.080188,0.040729,0.120917,16.069336
199,0.800000,0.500000,0.084423,0.042889,0.127312,16.055664
209,0.800000,0.800000,0.087875,0.045039,0.132914,16.069336
219,0.804762,0.900000,0.091436,0.047196,0.138633,16.069336
229,0.809091,0.900000,0.095680,0.049357,0.145037,16.069336
239,0.800000,0.600000,0.099186,0.051528,0.150715,16.069336
249,0.804167,0.900000,0.102632,0.053689,0.156321,16.069336
259,0.792000,0.500000,0.107059,0.055845,0.162904,16.084961
269,0.800000,1.000000,0.110601,0.058008,0.168609,16.084961
279,0.800000,0.800000,0.114078,0.060172,0.174249,16.084961
289,0.803571,0.900000,0.118484,0.062337,0.180822,16.084961
299,0.810345,1.000000,0.130438,0.064504,0.194942,16.084961
309,0.813333,0.900000,0.133982,0.066675,0.200657,16.084961
319,0.812903,0.800000,0.138440,0.068833,0.207273,16.631836
329,0.809375,0.700000,0.142083,0.071078,0.213161,16.631836
339,0.809091,0.800000,0.146049,0.073507,0.219556,16.631836
349,0.808824,0.800000,0.150018,0.075940,0.225959,16.631836
359,0.814286,1.000000,0.155053,0.078407,0.233460,16.631836
369,0.813889,0.800000,0.158959,0.080842,0.239801,16.631836
379,0.816216,0.900000,0.164727,0.084290,0.249017,16.631836
389,0.818421,0.900000,0.172204,0.087891,0.260095,16.631836
399,0.820513,0.900000,0.178289,0.091514,0.269803,16.631836
409,0.820000,0.800000,0.184128,0.095148,0.279276,16.631836
419,0.819512,0.800000,0.191834,0.098642,0.290476,16.631836
429,0.819048,0.800000,0.208157,0.102283,0.310440,16.631836
439,0.818605,0.800000,0.212950,0.105078,0.318028,16.631836
449,0.815909,0.700000,0.218184,0.107581,0.325765,16.631836
459,0.817778,0.900000,0.224148,0.111246,0.335393,16.631836
469,0.815217,0.700000,0.228088,0.113821,0.341909,16.631836
479,0.814894,0.800000,0.233879,0.116534,0.350413,16.631836
489,0.818750,1.000000,0.237759,0.118936,0.356695,16.631836
499,0.818367,0.800000,0.241325,0.121103,0.362428,16.631836
509,0.820000,0.900000,0.244845,0.123632,0.368477,16.631836
519,0.823529,1.000000,0.249351,0.125789,0.375140,16.631836
529,0.823077,0.800000,0.252816,0.127942,0.380758,16.631836
539,0.824528,0.900000,0.256392,0.130144,0.386536,16.631836
549,0.827778,1.000000,0.260900,0.132308,0.393208,16.631836
559,0.827273,0.800000,0.264423,0.134494,0.398917,16.631836
569,0.828571,0.900000,0.267863,0.136647,0.404509,16.631836
579,0.826316,0.700000,0.272446,0.138784,0.411230,16.631836
589,0.829310,1.000000,0.284178,0.140945,0.425124,16.631836
599,0.827119,0.700000,0.287810,0.143118,0.430929,16.631836
609,0.825000,0.700000,0.292421,0.145274,0.437695,16.631836
619,0.822951,0.700000,0.295960,0.147469,0.443429,16.631836
629,0.819355,0.600000,0.299416,0.149627,0.449044,16.631836
639,0.815873,0.600000,0.304022,0.151786,0.455808,17.202148
649,0.818750,1.000000,0.307479,0.153981,0.461459,17.202148
