id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
10,1.000000,1.000000,0.002422,0.000398,0.002820,8.413086
19,0.700000,0.700000,0.004828,0.002056,0.006884,8.973633
29,0.700000,0.700000,0.007220,0.003880,0.011100,8.973633
39,0.766667,0.900000,0.011021,0.006145,0.017166,9.557617
49,0.825000,1.000000,0.013623,0.008165,0.021788,9.557617
59,0.820000,0.800000,0.016072,0.010024,0.026095,9.557617
69,0.833333,0.900000,0.018897,0.011581,0.030478,9.557617
79,0.828571,0.800000,0.020898,0.013045,0.033943,10.090820
89,0.850000,1.000000,0.022821,0.014485,0.037306,10.090820
99,0.844444,0.800000,0.025442,0.015922,0.041364,10.090820
109,0.850000,0.900000,0.027403,0.017368,0.044771,10.090820
119,0.863636,1.000000,0.029329,0.018797,0.048126,10.104492
129,0.875000,1.000000,0.031998,0.020239,0.052237,10.090820
139,0.884615,1.000000,0.036828,0.021686,0.058514,10.114258
149,0.892857,1.000000,0.038740,0.023133,0.061873,10.114258
159,0.893333,0.900000,0.041473,0.024572,0.066045,10.684570
169,0.893750,0.900000,0.043380,0.026001,0.069380,10.684570
179,0.894118,0.900000,0.045357,0.027461,0.072818,10.684570
189,0.900000,1.000000,0.047297,0.028888,0.076185,10.684570
199,0.900000,0.900000,0.050148,0.030390,0.080538,10.670898
209,0.905000,1.000000,0.052090,0.031828,0.083918,10.684570
219,0.904762,0.900000,0.054096,0.033263,0.087359,10.698242
229,0.909091,1.000000,0.056880,0.034766,0.091645,10.698242
239,0.908696,0.900000,0.058840,0.036201,0.095041,10.698242
249,0.908333,0.900000,0.060741,0.037627,0.098369,10.698242
259,0.908000,0.900000,0.063595,0.039091,0.102685,10.700195
269,0.907692,0.900000,0.065532,0.040528,0.106060,10.700195
279,0.911111,1.000000,0.067464,0.041955,0.109420,10.700195
289,0.910714,0.900000,0.070326,0.043391,0.113717,10.700195
299,0.913793,1.000000,0.075045,0.044831,0.119877,10.700195
309,0.913333,0.900000,0.076980,0.046270,0.123250,10.700195
319,0.912903,0.900000,0.079932,0.047717,0.127649,11.260742
329,0.915625,1.000000,0.081841,0.049151,0.130991,11.260742
339,0.918182,1.000000,0.083821,0.050579,0.134400,11.260742
349,0.920588,1.000000,0.085775,0.052034,0.137809,11.260742
359,0.920000,0.900000,0.088602,0.053469,0.142071,11.260742
369,0.922222,1.000000,0.090529,0.054894,0.145423,11.260742
379,0.918919,0.800000,0.092546,0.056325,0.148870,11.260742
389,0.921053,1.000000,0.095368,0.057776,0.153144,11.260742
399,0.923077,1.000000,0.097311,0.059201,0.156512,11.260742
409,0.922500,0.900000,0.099211,0.060629,0.159840,11.260742
419,0.921951,0.900000,0.102177,0.062112,0.164289,11.260742
429,0.923810,1.000000,0.104110,0.063544,0.167654,11.260742
439,0.925581,1.000000,0.106045,0.064968,0.171013,11.260742
449,0.927273,1.000000,0.108964,0.066447,0.175411,11.274414
459,0.928889,1.000000,0.113700,0.067883,0.181583,11.274414
469,0.930435,1.000000,0.115604,0.069307,0.184911,11.274414
479,0.931915,1.000000,0.118587,0.070746,0.189333,11.274414
489,0.927083,0.700000,0.120489,0.072174,0.192662,11.274414
499,0.928571,1.000000,0.122455,0.073594,0.196049,11.274414
509,0.930000,1.000000,0.124603,0.075071,0.199674,11.260742
519,0.931373,1.000000,0.127544,0.076504,0.204048,11.260742
529,0.932692,1.000000,0.129481,0.077933,0.207414,11.260742
539,0.932075,0.900000,0.131482,0.079387,0.210869,11.260742
549,0.931481,0.900000,0.134458,0.080822,0.215281,11.260742
559,0.932727,1.000000,0.136413,0.082244,0.218657,11.260742
569,0.932143,0.900000,0.138327,0.083708,0.222035,11.260742
579,0.933333,1.000000,0.141377,0.085138,0.226515,11.260742
589,0.934483,1.000000,0.143305,0.086560,0.229865,11.260742
599,0.935593,1.000000,0.148056,0.087997,0.236053,11.260742
609,0.936667,1.000000,0.151076,0.089425,0.240502,11.260742
619,0.937705,1.000000,0.153051,0.090844,0.243895,11.260742
629,0.937097,0.900000,0.154962,0.092300,0.247262,11.260742
639,0.938095,1.000000,0.157990,0.093720,0.251709,11.831055
649,0.939063,1.000000,0.159894,0.095146,0.255040,11.831055
659,0.940000,1.000000,0.161866,0.096610,0.258476,11.831055
669,0.939394,0.900000,0.163815,0.098037,0.261852,11.831055
679,0.938806,0.900000,0.166806,0.099469,0.266275,11.831055
689,0.939706,1.000000,0.168776,0.100903,0.269679,11.831055
699,0.936232,0.700000,0.170811,0.102337,0.273148,11.831055
709,0.937143,1.000000,0.173802,0.103772,0.277573,11.831055
719,0.936620,0.900000,0.175768,0.105244,0.281012,11.831055
729,0.933333,0.700000,0.177674,0.106673,0.284348,11.831055
739,0.934247,1.000000,0.180767,0.108111,0.288877,11.831055
749,0.935135,1.000000,0.185492,0.109551,0.295042,11.831055
759,0.936000,1.000000,0.187430,0.110980,0.298410,11.831055
769,0.936842,1.000000,0.190469,0.112416,0.302885,11.831055
779,0.937662,1.000000,0.193280,0.114433,0.307712,11.831055
789,0.937179,0.900000,0.195204,0.115882,0.311085,11.831055
799,0.937975,1.000000,0.198285,0.117314,0.315598,11.831055
809,0.936250,0.800000,0.200210,0.118759,0.318968,11.831055
819,0.934568,0.800000,0.202182,0.120181,0.322363,11.831055
829,0.934146,0.900000,0.204154,0.121609,0.325762,11.831055
839,0.934940,1.000000,0.207198,0.123041,0.330239,11.831055
849,0.935714,1.000000,0.209125,0.124471,0.333596,11.831055
859,0.935294,0.900000,0.211119,0.125894,0.337014,11.831055
869,0.936047,1.000000,0.214194,0.127328,0.341522,11.831055
879,0.934483,0.800000,0.216141,0.128747,0.344888,11.831055
889,0.935227,1.000000,0.218046,0.130166,0.348212,11.831055
899,0.935955,1.000000,0.223953,0.131655,0.355608,11.844727
909,0.936667,1.000000,0.225887,0.133085,0.358972,11.844727
919,0.935165,0.800000,0.227814,0.134511,0.362325,11.844727
