id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
100,1.000000,1.000000,0.005382,0.001166,0.006548,22.652344
199,0.900000,0.900000,0.011567,0.051629,0.063196,43.066406
299,0.915000,0.930000,0.017129,0.105946,0.123075,63.886719
399,0.920000,0.930000,0.022144,0.161463,0.183607,84.449219
499,0.932500,0.970000,0.027189,0.224545,0.251734,104.847656
599,0.940000,0.970000,0.032201,0.302363,0.334564,125.316406
699,0.941667,0.950000,0.037219,0.386893,0.424113,145.761719
799,0.944286,0.960000,0.042406,0.479982,0.522388,166.652344
899,0.947500,0.970000,0.047524,0.580350,0.627874,187.238281
999,0.950000,0.970000,0.052593,0.694201,0.746795,207.566406
1099,0.953000,0.980000,0.063290,0.837138,0.900428,208.457031
1199,0.954545,0.970000,0.073691,0.986627,1.060318,207.238281
1299,0.955833,0.970000,0.082801,1.114778,1.197579,208.152344
1399,0.955385,0.950000,0.092806,1.253091,1.345897,207.238281
1499,0.955714,0.960000,0.101939,1.380956,1.482895,208.152344
1599,0.956000,0.960000,0.110845,1.508577,1.619423,207.519531
1699,0.958125,0.990000,0.119615,1.636623,1.756238,208.410156
1799,0.958235,0.960000,0.130032,1.795091,1.925123,208.410156
1899,0.958889,0.970000,0.139786,1.941541,2.081327,207.519531
1999,0.960526,0.990000,0.148643,2.069927,2.218571,208.410156
2099,0.960000,0.950000,0.157528,2.198236,2.355765,207.519531
2199,0.960952,0.980000,0.166388,2.326305,2.492693,208.410156
2299,0.960909,0.960000,0.175185,2.453949,2.629134,207.519531
2399,0.961739,0.980000,0.184240,2.584171,2.768411,208.410156
2499,0.959583,0.910000,0.195032,2.744550,2.939582,207.519531
2599,0.958800,0.940000,0.203782,2.872183,3.075965,207.519531
2699,0.958846,0.960000,0.212621,2.999667,3.212288,208.410156
2799,0.959259,0.970000,0.221514,3.127987,3.349502,207.519531
2899,0.960714,1.000000,0.230300,3.255010,3.485310,208.410156
2999,0.960345,0.950000,0.239304,3.383568,3.622873,207.519531
3099,0.961333,0.990000,0.249252,3.529968,3.779220,208.410156
3199,0.961613,0.970000,0.259482,3.681994,3.941476,207.519531
3299,0.961562,0.960000,0.269437,3.832501,4.101938,208.410156
3399,0.962424,0.990000,0.278144,3.960128,4.238272,208.410156
3499,0.962941,0.980000,0.286850,4.087593,4.374443,207.519531
3599,0.963143,0.970000,0.295529,4.214962,4.510491,208.410156
3699,0.962778,0.950000,0.304233,4.342665,4.646897,207.519531
3799,0.961622,0.920000,0.312842,4.469452,4.782294,208.410156
3899,0.961579,0.960000,0.323951,4.649254,4.973206,207.519531
3999,0.961026,0.940000,0.333080,4.784752,5.117832,208.410156
4099,0.961500,0.980000,0.341861,4.912359,5.254220,207.519531
4199,0.961951,0.980000,0.350529,5.039200,5.389729,207.519531
4299,0.962619,0.990000,0.359420,5.167314,5.526734,208.410156
4399,0.962791,0.970000,0.368124,5.294689,5.662813,207.519531
4499,0.962955,0.970000,0.377240,5.425832,5.803071,208.410156
4599,0.963556,0.990000,0.387873,5.584008,5.971881,207.519531
4699,0.964130,0.990000,0.396590,5.711073,6.107663,208.410156
4799,0.964681,0.990000,0.405264,5.837989,6.243253,207.519531
4899,0.965000,0.980000,0.413977,5.965203,6.379180,208.410156
4999,0.965306,0.980000,0.422710,6.092989,6.515699,208.410156
