id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
1000,1.000000,1.000000,0.435019,0.000157,0.435176,49.063477
1999,0.817000,0.817000,1.168740,0.147732,1.316472,68.795898
2999,0.835000,0.853000,1.776793,0.290937,2.067730,24.784180
3999,0.856667,0.900000,2.248783,0.417175,2.665959,71.325195
4999,0.856250,0.855000,2.863494,0.566758,3.430252,27.161133
5999,0.847000,0.810000,3.397384,0.721786,4.119170,63.479492
6999,0.844833,0.834000,4.105743,0.873899,4.979642,61.272461
7999,0.842571,0.829000,4.627370,0.994701,5.622071,83.131836
8999,0.841875,0.837000,5.220165,1.119232,6.339397,88.397461
9999,0.840667,0.831000,5.986826,1.268383,7.255208,100.895508
10999,0.841600,0.850000,6.518516,1.394159,7.912675,74.159180
11999,0.840364,0.828000,7.132328,1.506749,8.639077,83.760742
12999,0.837917,0.811000,7.844286,1.625435,9.469721,97.360352
13999,0.841308,0.882000,8.492034,1.759053,10.251087,86.571289
14999,0.836214,0.770000,9.312731,1.900655,11.213386,89.586914
15999,0.831400,0.764000,10.136360,2.045551,12.181911,69.516602
16999,0.826688,0.756000,10.753574,2.183866,12.937440,36.122070
17999,0.826882,0.830000,11.447198,2.296374,13.743571,63.002930
18999,0.830167,0.886000,12.308984,2.461167,14.770151,41.827148
19999,0.822895,0.692000,13.102801,2.633161,15.735961,23.344727
20999,0.818300,0.731000,13.803000,2.783944,16.586944,41.209961
21999,0.819571,0.845000,14.348784,2.915051,17.263835,45.454102
22999,0.814273,0.703000,15.009966,3.027644,18.037609,63.594727
23999,0.809478,0.704000,15.623833,3.184032,18.807866,26.366211
24999,0.803625,0.669000,16.187034,3.324665,19.511699,13.979492
25999,0.803320,0.796000,16.534973,3.498270,20.033243,15.096680
26999,0.804654,0.838000,16.891251,3.675448,20.566700,15.141602
27999,0.803667,0.778000,17.432798,3.829628,21.262426,47.366211
28999,0.804821,0.836000,18.296581,3.987527,22.284108,25.713867
29999,0.803241,0.759000,18.727048,4.120241,22.847289,30.344727
30999,0.802300,0.775000,19.505726,4.247801,23.753528,66.053711
31999,0.798452,0.683000,20.506867,4.385405,24.892271,71.811523
32999,0.795844,0.715000,21.327956,4.543671,25.871626,76.549805
33999,0.790364,0.615000,21.987032,4.665300,26.652332,86.811523
34999,0.787618,0.697000,22.698167,4.833238,27.531405,14.038086
35999,0.790486,0.888000,23.087533,4.972783,28.060316,29.756836
36999,0.788833,0.731000,23.706292,5.103782,28.810075,13.979492
37999,0.789784,0.824000,24.064896,5.219148,29.284043,29.743164
38999,0.790789,0.828000,24.526636,5.336982,29.863618,46.293945
39999,0.791949,0.836000,25.036335,5.471335,30.507669,38.518555
